tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi
"27 Mar, 14:04",evakuasi cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503271404271743059067589,"permintaan evakusi cincin jari salah warga kelurahan kutorejo kecamatan tuban dilepas jari bengkak , bantuan damkar",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"27 Mar, 13:58",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271358571743058737147,laporan permohonan evakuasi sarang lebah salah warga desa saringembat kecamatan persinggahan atap teras rumah berdiameter 30cm .,Evakuasi/Penyelamatan Hewan,Segera
"27 Mar, 13:56",evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503271356501743058610644,"laporan permohonan evakuasi sarang tawon atap rumah salah warga desa kaligede kecamatan singgahan , berdiameter 40 . sarang tawon menyebabkan keresahan keluarga warga",Evakuasi/Penyelamatan Hewan,Segera
"27 Mar, 6:53",gangguan tawon,https://www.lapor.go.id/laporan/detil/gangguan-tawon-202503271353331743058413156,tolong dibantu evakuasi sarang tawon salah rumah warga kelurahan mondokan kecamatan tuban,Evakuasi/Penyelamatan Hewan,Segera
"27 Mar, 6:51",evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202503271351071743058267681,laporan permohonan evakuasi biawak salah warga desa wotsogo kecamatan jatirogo ruang pelayanan ukuran 80cm .,Evakuasi/Penyelamatan Hewan,Segera
"27 Mar, 6:44",Sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271344511743057891914,laporan permohonan evakuasi tawon vespa affinis salah warga desa simo kecamatan soko atap teras rumah beliau,Evakuasi/Penyelamatan Hewan,Segera
"27 Mar, 6:43",evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503271343061743057786594,laporan permohonan evakuasi tawon vespa affinis salah warga desa bulurejo kecamatan rengel pohon bambu pekarangan rumah .,Evakuasi/Penyelamatan Hewan,Segera
"26 Mar, 7:14",Ular Piton di kandang Ayam,https://www.lapor.go.id/laporan/detil/ular-piton-di-kandang-ayam-202503261414231742973263703,tim damkar pos markas komando mendapati laporan mokhamad faroid tuban perbon ular piton,Evakuasi/Penyelamatan Hewan,Segera
"26 Mar, 7:09",Ular berada di Atas Kadang Ayam,https://www.lapor.go.id/laporan/detil/ular-berada-di-atas-kadang-ayam-202503261409491742972989966,tim markas komando laporan putri marsanti lokasi semanding bektiharjo objek ular kadang ayam .,Evakuasi/Penyelamatan Hewan,Segera
"26 Mar, 7:06","Sepeda motor diparkir dan dikunci setir, tidak bisa dibuka!",https://www.lapor.go.id/laporan/detil/sepeda-motor-diparkir-dan-dikunci-setir-tidak-bisa-dibuka--202503261406521742972812068,"laporan nur muhammad fajar arya pratama lokasi tuban kutorejo bojonegoro rombongan ziarah makam sunan bonang , ziarah mampir indomart jl . pemuda . sepeda motor diparkir dikunci setir , dicek magnet kunci hilang kontak dibuka . dibuka mandiri berkali kali , keterbatasan alat menghubungi damkar tuban bantuan membukakan kontak sepeda motor .",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"26 Mar, 7:01",Evakuasi Ular Piton,https://www.lapor.go.id/laporan/detil/evakuasi-ular-piton-202503261401111742972471926,laporan roni tatak hariyanto semanding bejagung ular tumpukan potongan kayu,Evakuasi/Penyelamatan Hewan,Segera
"26 Mar, 6:57",Ular Phyton yang berada atas plafon rumah,https://www.lapor.go.id/laporan/detil/ular-phyton-yang-berada-atas-plafon-rumah-202503261357571742972277855,kantor satuan polisi pp pemadam kebakaran tuban pos markas komando menerima laporan mama muda latifah tuban sidorejo ular phyton 4 1 ekor plafon rumah .,Evakuasi/Penyelamatan Hewan,Segera
"26 Mar, 6:54",evakuasi ular di kandang,https://www.lapor.go.id/laporan/detil/evakuasi-ular-di-kandang-202503261354081742972048747,laporan permintaan evakuasi ular kandang salah warga desa . mulyorejo parengan,Evakuasi/Penyelamatan Hewan,Segera
"20 Mar, 14:44",Kebakaran Toko Bangunan,https://www.lapor.go.id/laporan/detil/kebakaran-toko-bangunan-202503201444191742456659509,piket markas komando damkar menerima laporan kades sumurgung kebakaran toko bangunan desa sumurgung kecamatan palang .,Kebakaran,Immediat
"20 Mar, 14:40",Kebakaran Rumah,https://www.lapor.go.id/laporan/detil/kebakaran-rumah-202503201440531742456453201,kebakaran rumah warga desa gesikan kecamatan grabagan kabupaten tuban . kebakaran diduga disebabkan kongsleting listrik .,Kebakaran,Immediat
"20 Mar, 14:38",Kebakaran di kios milik warga di pasar,https://www.lapor.go.id/laporan/detil/kebakaran-di-kios-milik-warga-di-pasar-202503201438231742456303591,"kebakaran pasar desa glondonggede kecamatan tambakboyo , warga pasar muncul percikan api instalasi listrik menyambar 2 kios membakar 2 kios .",Kebakaran,Immediat
"20 Mar, 14:35",kebakaran di pemukiman warga,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-warga-202503201435271742456127660,"tolong dibantu memadamkan api , kebakaran desa cendoro kecamatan palang perumahan warga salah rumah memasak dapur pemilik rumah mengisi pertalite eceran jirigen botol jual eceran . selang api menyambar uap bensin nyala kompor radius 2m .",Kebakaran,Immediat
"20 Mar, 14:29",Kebakaran di pemukiman,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-202503201429561742455796900,kebakaran pemukiman warga desa tuwiri kulon kecamatan merakurak akibat tungku salah warga terbakar ditinggal sawah,Kebakaran,Immediat
"20 Mar, 14:01",kebakaran di pemukiman,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-202503201401241742454084619,kebakaran pemukiman warga desa gesikharjo kecamatan palang akibat sisa pembakaran sampah,Kebakaran,Immediat
"20 Mar, 13:59",Kebakaran akibat korsleting listrik,https://www.lapor.go.id/laporan/detil/kebakaran-akibat-korsleting-listrik-202503201359131742453953443,"kebakaran salah usaha milik warga kelurahan gedongombo kecamatan semanding , diduga api berasal konsleting kabel kamar mandi , percikan api bunyi ledakan . api langsung membesar membakar warung , penghuni warung langsung menghubungi petugas damkar",Kebakaran,Immediat
"20 Mar, 13:56",Kebakaran Lahan Kosong,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-kosong-202503201356101742453770012,"kebakaran lahan kosong pemukiman warga kelurahan gedongombo kecamatan semanding , api cepat merembet hembusan angin . tolong dibantu",Kebakaran,Immediat
"20 Mar, 13:53",Kebakaran Tempat Usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202503201353221742453602732,kebakaran salah usaha milik warga desa kepohagung kecamatan plumpang,Kebakaran,Immediat
"20 Mar, 11:28",Kebakaran di Pemukiman Warga,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-warga-202503201128581742444938433,"kebakarandi rumah warga kelurahan mondokan kecamatan tuban , muncul kepulan asap ruang kamar . anak nya bertempat tinggal rumah kejadian mencoba mencari sumber asap . sumber ruang kamar terkunci , dobrak area kasur terbakar , pelapor mencoba memadamkan aliran selang desel sawah . sembari menghubungi tim damkar markas komando tuban .",Kebakaran,Immediat
"20 Mar, 11:25",Kebakaran Tempat Usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202503201125231742444723640,kebakaran usaha milik salah warga desa kepohagung kecamatan plumpang akibat kelalaian,Kebakaran,Immediat
"20 Mar, 11:22",Kebakaran Tempat Usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202503201122531742444573809,kebakaran usaha milik salah warga desa parangbatu kecamatan parengan,Kebakaran,Immediat
"12 Mar, 10:18",sekelompok anak muda yang mengganggu,https://www.lapor.go.id/laporan/detil/sekelompok-anak-muda-yang-mengganggu-202503121018111741749491046,"lapor sekelompok anak muda main alat musik malam 12 mengganggu jam tidur jalan ronggolawe , bangunkan sahur jam .. mohon ditindak",,
"11 Mar, 10:57",Ular di bawah tumpukan kayu,https://www.lapor.go.id/laporan/detil/ular-di-bawah-tumpukan-kayu-202503111057221741665442735,melaporkan ular tumpukan kayu,Evakuasi/Penyelamatan Hewan,Segera
"11 Mar, 10:36",Ular pyton yang meresahkan,https://www.lapor.go.id/laporan/detil/ular-pyton-yang-meresahkan-202503111036501741664210009,laporan permohonan evakuasi ular pyton rumah menyebabkan keresahan,Evakuasi/Penyelamatan Hewan,Segera
"11 Mar, 10:25",ular dikandang ayam,https://www.lapor.go.id/laporan/detil/ular-dikandang-ayam-202503111025011741663501747,laporan suliyono ular kandang ayam miliknya,Evakuasi/Penyelamatan Hewan,Segera
"11 Mar, 10:01",Ular di Dsn.Krajan - Semanding,https://www.lapor.go.id/laporan/detil/ular-di-dsn-krajan---semanding-202503111001491741662109654,melaporkan ular . alamat dsn.krajan jl.karang gambir .,Evakuasi/Penyelamatan Hewan,Segera
"11 Mar, 9:56",Ular di Dapur warung makan,https://www.lapor.go.id/laporan/detil/ular-di-dapur-warung-makan-202503110953481741661628855,lapor ular dapur warung makan,Evakuasi/Penyelamatan Hewan,Segera
"25 Feb, 11:13",Musik yang mengganggu tengah malam,https://www.lapor.go.id/laporan/detil/musik-yang-mengganggu-tengah-malam-202502251113461740456826748,"izin melapor apotik ronggolawe anak anak muda bermain musik malam , mengganggu",,
"18 Feb, 15:57",Petugas Satpol PP yang tidak ramah,https://www.lapor.go.id/laporan/detil/petugas-satpol-pp-yang-tidak-ramah-202502181557191739869039056,"parkir area pemerintah kabupaten dilarang asn ? ? ? motor pinggirkan atm pintu mendekati jam 7 kendaraan ambil ditegur digeret motor , alasan pamit petugas menitipkan . sopan menyampaikannya , paham mendekati jam apel , galak galak .",,
"18 Feb, 14:40",Tempat Hiburan yang melanggar jam operasional,https://www.lapor.go.id/laporan/detil/tempat-hiburan-yang-melanggar-jam-operasional-202502181440141739864414067,hiburan glamour tuban melanggar jam operasional diatur peraturan daerah nomor 31 huruf f dimana situ hiburan malam jam 19.00 si 24.00 faktanya lapangan buka melebihi jam 24.00 gesekan hiburan warga . tolong ditindaklanjuti,,
"18 Feb, 16:03","Pengamen ""Manusia Silver"" Yang Mangkal Di Perempatan Kapur Meresahkan Warga Sekitar Kelurahan Kebonsari Kecamatan Tuban",https://www.lapor.go.id/laporan/detil/pengamen-manusia-silver-yang-mangkal-di-perempatan-kapur-meresahkan-warga-sekitar-kelurahan-kebonsari-kecamatan-tuban-202502111109341739246974900,"pengamen manusia silver mangkal perempatan kapur berkumpul kantor kelurahan kebonsari kecamatan tuban kabupaten tuban persiapan mengamen istirahat mengamen , 1 orang bertambah . berkumpul kuburan kumbo karno sebelah barat kelurahan kebonsari warga resah disuruh pergi . kuburan rumah warga disuruh pergi . berkumpul kelurahan kebonsari kecamatan tuban . dikhawatirkan .",,
"31 Jan, 19:06",ular dikamar warga,https://www.lapor.go.id/laporan/detil/ular-dikamar-warga-202501311906431738325203997,laporan ular kamar salah warga kelurahan baturetno kecamatan tuban,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 19:04",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311904391738325079290,laporan ular disamping rumah warga desa gedongombo kecamatan semanding,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 19:01",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311901161738324876070,laporan warga desa sumberejo kecamatan rengel ular salah rumah warga pemilik rumah takut,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 16:42",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311642401738316560909,"laporan warga desa mulyoagung kecamatan persinggahan ular pyton berukuran 3 meter kadang rumahnya . ular pyton meresahkan pemilik rumah warga , bersangkutan bantuan satuan pol pp damkar evakuasi mengamankan ular tsb .",Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 16:40",ular yang meresahkan,https://www.lapor.go.id/laporan/detil/ular-yang-meresahkan-202501311640551738316455416,"laporan warga desa tingkis kecamatan persinggahan ular pyton berukuran 2.5 meter rumahnya . ular pyton meresahkan aktivitas pemilik rumah warga , bersangkutan bantuan satuan pol pp damkar evakuasi .",Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 16:38",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202501311638511738316331623,laporan permohonan evakuasi sarang tawon avinis salah warga desa wotsogo kecamatan jatirogo pohon warung makan diameter 15cm,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 16:36",ular di kandang ayam warga,https://www.lapor.go.id/laporan/detil/ular-di-kandang-ayam-warga-202501311636421738316202803,laporan warga desa mulyoagung kecamatan persinggahan ular pyton berukuran 1.5 meter kandang ayam miliknya . ular pyton meresahkan aktivitas pemilik rumah warga bersangkutan bantuan satuan pol pp damkar evakuasi .,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 16:34",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311634301738316070709,laporan permohonan evakuasi ular piton warga desa ngrayung kecamatan plumpang kandang sapi samping rumah .,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:32",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202501311632261738315946591,laporan warga desa jarorejo kecamatan kerek evakuasi sarang tawon,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:30",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311630461738315846726,laporan permintaan evakuasi ular warga desa padasan kecamatan kerek meresahkan,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:28",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202501311628541738315734340,tolong dievakuasi sarang tawon salah rumah warga desa tasikmadu kecamatan palang,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:27",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202501311627011738315621788,laporan warga desa belikanget kecamatan tambakboyo sarang tawon halaman rumah,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:25",evakuasi ular di kandang ayam,https://www.lapor.go.id/laporan/detil/evakuasi-ular-di-kandang-ayam-202501311625011738315501796,laporan warga desa kedungjambe kecamatan persinggahan ular pyton berukuran 3 meter kandang ayam miliknya . ular pyton meresahkan aktivitas pemilik rumah warga bersangkutan bantuan satuan pol pp damkar evakuasi .,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:22",evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202501311622181738315338236,laporan warga desa tegalagung kecamatan semanding sarang tawon atap rumah,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:19",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311619261738315166041,laporan ular salah rumah warga desa sugiharjo kecamatan merakurak,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:16",ular yang meresahkan,https://www.lapor.go.id/laporan/detil/ular-yang-meresahkan-202501311616261738314986270,laporan warga desa panyuran kecamatan palang ular salah rumah warga,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 9:14",ular di kandang angsa,https://www.lapor.go.id/laporan/detil/ular-di-kandang-angsa-202501311614501738314890773,laporan permohonan evakuasi ular pyton warga desa sawahan kecamatan rengel kandang angsa 3.5 m .,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:59",Permintaan Penyemprotan Sekolah,https://www.lapor.go.id/laporan/detil/permintaan-penyemprotan-sekolah-202501311559021738313942329,laporan camat rengel penyemprotan pasca banjir 1 rengel,Layanan Lingkungan & Fasilitas Umum,Normal
"31 Jan, 8:56",evakuasi mobil terperosok,https://www.lapor.go.id/laporan/detil/evakuasi-mobil-terperosok-202501311556441738313804380,laporan mobil terperosok jalan teuku umar tuban tepatnya lapangan kantor partai demokrasi indonesia tuban,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"31 Jan, 8:54",ular meresahkan,https://www.lapor.go.id/laporan/detil/ular-meresahkan-202501311554091738313649349,laporan warga desa saringembat kecamatan persinggahan ular atap rumah rumah takut,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:52",ular di bak kamar mandi,https://www.lapor.go.id/laporan/detil/ular-di-bak-kamar-mandi-202501311552351738313555011,laporan warga kelurahan sukolilo kecamatan tuban laporan permohonan evakuasi ular bak kamar mandi rumah warga,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:50",biawak masuk sumur,https://www.lapor.go.id/laporan/detil/biawak-masuk-sumur-202501311550451738313445962,laporan warga kelurahan latsari kecamatan tuban biawak masuk sumur rumah warga,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:49",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311549051738313345668,laporan warga desa ngarum kecamatan grabagan ular sawo kembang kandang milik warga,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:47",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202501311547261738313246192,laporan warga desa kenongosari kecamatan rengel sarang tawon avinis pekarangan rumah,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:45",ular dibawah tempat tidur,https://www.lapor.go.id/laporan/detil/ular-dibawah-tempat-tidur-202501311545421738313142963,laporan warga desa kenongosari kecamatan rengel ular cobra tidur salah rumah warga,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:43",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202501311543261738313006100,laporan ular sawo kembang kandang ayam milik warga desa rengel kecamatan rengel,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:41",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202501311541421738312902055,laporan perangkat desa karangtinoto kecamatan rengel sarang tawon,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:40",ular pyton membahayakan,https://www.lapor.go.id/laporan/detil/ular-pyton-membahayakan-202501311540011738312801094,laporan permohonan evakuasi ular pyton rumah menyebabkan keresahan keluarga warga desa lajukidul kecamatan persinggahan,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:38",ular meresahkan,https://www.lapor.go.id/laporan/detil/ular-meresahkan-202501311538171738312697449,laporan rumah warga kelurahan perbon kecamatan tuban ular resah mengganggu aktivitas,Evakuasi/Penyelamatan Hewan,Segera
"31 Jan, 8:36",evakusi ular,https://www.lapor.go.id/laporan/detil/evakusi-ular-202501311536411738312601482,"laporan permohonan evakuasi ular pyton warga kelurahan sidorejo kecamatan tuban kandang ayam rumah kakeknya 3,5 m .",Evakuasi/Penyelamatan Hewan,Segera
