tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi,tingkat_bahaya
"29 Mar, 21:12",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503292112341743257554259,Laporan bahwa ada ular sowo kembang yang berada di depan rumah milik salah satu warga di Kecamatan Rengel,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"29 Mar, 12:29",evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503291229091743226149516,Permintaan evakuasi sarang tawon di Desa Campurejo Kecamatan Rengel,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"29 Mar, 12:26",ular di pemukiman warga,https://www.lapor.go.id/laporan/detil/ular-di-pemukiman-warga-202503291226401743226000135,Laporan dari warga di Kelurahan Sidorejo Kecamatan Tuban bahwa ada ular yang berkeliaran di pemukiman warga,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"29 Mar, 12:24",Tawon Afinis Meresahkan,https://www.lapor.go.id/laporan/detil/tawon-afinis-meresahkan-202503291224521743225892895,Laporan dari salah satu karyawan terdapat sarang tawon di belakang kantor fire station PT. SG Desa Sumberarum Kecamatan Kerek,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"29 Mar, 12:22",ular meresahkan,https://www.lapor.go.id/laporan/detil/ular-meresahkan-202503291222221743225742304,Laporan dari warga desa Sawahan Kecamatan Rengel yang melihat ular di depan Gudang waktu bersih-bersih,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"29 Mar, 12:20",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503291220051743225605125,Terdapat ular pyton di salah satu rumah warga di Desa Tunah Kecamatan Semanding,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:49",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271449251743061765120,Laporan dari warga di Desa Tasikmadu Kecamatan Palang,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:47",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271447581743061678142,Laporan dari warga di Desa Penambangan Kecamatan Semanding terdapat ular,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:43",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271443511743061431333,Laporan dari warga di Kelurahan Kutorejo Kecamatan Tuban bahwa terdapat ular di rumahnya,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:35",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271435301743060930614,Laporan dari warga di Desa Karangtinoto Kecamatan Rengel terdapat sarang tawon yang meresahkan,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:33",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271433301743060810071,Laporan terdapat ular dari warga Kelurahan Latsari Kecamatan Tuban,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:31",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271431491743060709757,Laporan sarang tawon di salah satu rumah warga di Desa Banjarworo Kecamatan Bangilan,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:29",evakuasi ular pyton,https://www.lapor.go.id/laporan/detil/evakuasi-ular-pyton-202503271429361743060576754,"Laporan dari Bapak warga di Desa Wanglu Kulon Kecamatan Senori bahwa ada Ular pyton berukuran panjang sekitar 3,5 meter yang berada di dapur rumah miliknya. Ular tersebut sudah memangsa 3 anak ayam milik warga. Ular pyton tersebut meresahkan aktifitas pemilik rumah dan warga sekitar,",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:27",evakuasi cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503271427011743060421147,"Permohonan bantuan dari warga untuk mengevakuasi pelepasan cincin di jari manis remaja yang sudah bengkak.   Menurut keterangan korban, cincin baru di pakai pagi. Namun karena sangat kecil ukuran cincinnya, sehingga membuat jari korban cepat membengkak.",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"27 Mar, 7:24",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271425001743060300761,Laporan dari warga di Kelurahan Ronggomulyo Kecamatan Tuban terdapat ular masuk rumah warga,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 7:23",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271423171743060197727,Terdapat laporan dari warga di Kelurahan Kebonsari Kecamatan Tuban terdapat Sarang tawon,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:21",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271421271743060087999,Terdapat ular di salah satu rumah warga di Kelurahan Kutorejo Kecamatan Tuban,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:19",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271419201743059960295,Laporan terdapat sarang tawon di atap rumah warga di Desa Panyuran Kecamatan Palang,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:15",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271415131743059713742,Laporan ular masuk ke rumah warga di Desa Panyuran Kecamatan Palang,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:13",ular meresahkan,https://www.lapor.go.id/laporan/detil/ular-meresahkan-202503271413201743059600243,Laporan dari salah satu warga di Desa Kapu Kecamatan Semanding terdapat ular yang masuk kerumah dan membuat resah anggota keluarga,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:11",evakusi ular,https://www.lapor.go.id/laporan/detil/evakusi-ular-202503271411071743059467059,"Laporan terdapat ular di salah satu rumah warga di Kelurahan Doromukti Kecamatan Tuban, mohon dibantu evakuasi",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:08",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271408521743059332360,Mohon dievakuasi sarang tawon di rumah warga di Kelurahan Gedongombo Kecamatan Semanding yang meresahkan pemilik rumah,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:06",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202503271406411743059201760,Laporan dari salah satu warga di Desa Sumberagung Kecamatan Plumpang bahwa ada ular sowo yg berada di dalam rumah yg berukuran kurang lebih 2 meter,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 14:04",evakuasi cincin,https://www.lapor.go.id/laporan/detil/evakuasi-cincin-202503271404271743059067589,"Permintaan evakusi cincin di jari salah satu warga di Kelurahan Kutorejo Kecamatan Tuban yang tidak bisa dilepas dan membuat jari bengkak, sehingga meminta bantuan damkar",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"27 Mar, 13:58",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271358571743058737147,Laporan permohonan evakuasi Sarang Lebah  dari salah satu warga di Desa Saringembat Kecamatan Singgahan yang berada di atap teras rumah Berdiameter +/-30cm.,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 13:56",evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503271356501743058610644,"Laporan permohonan evakuasi Sarang tawon yang berada di atap rumah salah satu warga di Desa Kaligede Kecamatan Singgahan, Berdiameter 40 cm . Sarang tawon yang menyebabkan Keresahan bagi Keluarga dan Warga sekitar",Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 6:53",gangguan tawon,https://www.lapor.go.id/laporan/detil/gangguan-tawon-202503271353331743058413156,Tolong dibantu evakuasi sarang tawon di salah satu rumah warga di Kelurahan Mondokan Kecamatan Tuban,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 6:51",evakuasi biawak,https://www.lapor.go.id/laporan/detil/evakuasi-biawak-202503271351071743058267681,Laporan permohonan evakuasi Biawak Dari salah satu warga di Desa Wotsogo Kecamatan Jatirogo di ruang Pelayanan Umum dengan ukuran+/- 80cm.,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 6:44",Sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202503271344511743057891914,Laporan permohonan evakuasi tawon Vespa Affinis dari salah satu warga di Desa Simo Kecamatan Soko yang berada di atap teras  rumah beliau,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"27 Mar, 6:43",evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202503271343061743057786594,Laporan permohonan evakuasi tawon Vespa Affinis dari salah satu warga di Desa Bulurejo Kecamatan Rengel yang berada di pohon bambu pekarangan rumah.,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"26 Mar, 7:14",Ular Piton di kandang Ayam,https://www.lapor.go.id/laporan/detil/ular-piton-di-kandang-ayam-202503261414231742973263703,Tim Damkar Pos Mako Mendapati laporan dari Mokhamad Faroid (Tuban-Perbon)  adanya Ular Piton,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"26 Mar, 7:09",Ular berada di Atas Kadang Ayam,https://www.lapor.go.id/laporan/detil/ular-berada-di-atas-kadang-ayam-202503261409491742972989966,Tim mako dapat laporan dari Putri Marsanti (lokasi Semanding-Bektiharjo) bahwa adanya objek Ular yg berada di Atas Kadang Ayam.,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"26 Mar, 7:06","Sepeda motor diparkir dan dikunci setir, tidak bisa dibuka!",https://www.lapor.go.id/laporan/detil/sepeda-motor-diparkir-dan-dikunci-setir-tidak-bisa-dibuka--202503261406521742972812068,"Laporan dari Nur Muhamad Fajar Arya Pratama (lokasi Tuban- Kutorejo): dari bojonegoro rombongan mau ziarah di Makam Sunan Bonang, setelah ziarah mampir di Indomart Jl. Pemuda. Sepeda motor diparkir dan dikunci setir, setelah dicek magnet kunci sudah hilang semua dan kontak tidak bisa dibuka. Dibuka secara mandiri berkali-kali tidak bisa, karena keterbatasan alat selanjutnya menghubungi Damkar Tuban untuk meminta bantuan membukakan kontak sepeda motor.",Penyelamatan Non Hewan & Bantuan Teknis,Normal,Bahaya Rendah
"26 Mar, 7:01",Evakuasi Ular Piton,https://www.lapor.go.id/laporan/detil/evakuasi-ular-piton-202503261401111742972471926,Laporan dari Roni Tatak Hariyanto (Semanding-Bejagung) bahwa adanya ular yg berada di tumpukan potongan kayu,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"26 Mar, 6:57",Ular Phyton yang berada atas plafon rumah,https://www.lapor.go.id/laporan/detil/ular-phyton-yang-berada-atas-plafon-rumah-202503261357571742972277855,Kantor Satpol PP dan Pemadam Kebakaran Tuban Pos Mako Menerima laporan dari Ibu Mahmudah latifah (Tuban- Sidorejo) bahwa ada ular Phyton dengan panjang  4 m berjumlah 1 ekor yang berada  atas plafon  rumah.,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"26 Mar, 6:54",evakuasi ular di kandang,https://www.lapor.go.id/laporan/detil/evakuasi-ular-di-kandang-202503261354081742972048747,Ada laporan permintaan evakuasi ular di kandang salah seorang warga Desa. Mulyorejo- Parengan,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"20 Mar, 14:44",Kebakaran Toko Bangunan,https://www.lapor.go.id/laporan/detil/kebakaran-toko-bangunan-202503201444191742456659509,Piket mako Damkar menerima laporan dari Kades Sumurgung bahwa ada kebakaran toko bangunan di Desa Sumurgung Kecamatan Palang.,Kebakaran,Immediat,Bahaya Tinggi
"20 Mar, 14:40",Kebakaran Rumah,https://www.lapor.go.id/laporan/detil/kebakaran-rumah-202503201440531742456453201,Terjadi kebakaran rumah warga di Desa Gesikan Kecamatan Grabagan kabupaten Tuban. Kebakaran diduga disebabkan kongsleting listrik.,Kebakaran,Immediat,Bahaya Sedang
"20 Mar, 14:38",Kebakaran di kios milik warga di pasar,https://www.lapor.go.id/laporan/detil/kebakaran-di-kios-milik-warga-di-pasar-202503201438231742456303591,"Terjadi kebakaran di pasar di Desa Glondonggede Kecamatan Tambakboyo, Pada saat warga sekitar lewat di sekitar pasar muncul percikan api dari instalasi listrik dan menyambar 2 kios yang ahirnya membakar 2 kios tersebut.",Kebakaran,Immediat,Bahaya Tinggi
"20 Mar, 14:35",kebakaran di pemukiman warga,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-warga-202503201435271742456127660,"Tolong pak dibantu memadamkan api, terjadi kebakaran di Desa Cendoro Kecamatan Palang di perumahan warga di salah satu rumah Pada saat sedang memasak di dapur pemilik rumah sedang mengisi pertalite eceran dari jirigen ke botol kecil untuk di jual eceran. Namun selang beberapa saat tiba tiba api menyambar dari uap bensin ke nyala kompor pada radius -/+2m.",Kebakaran,Immediat,Bahaya Tinggi
"20 Mar, 14:29",Kebakaran di pemukiman,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-202503201429561742455796900,Terjadi kebakaran di pemukiman warga di Desa Tuwiri Kulon Kecamatan Merakurak akibat tungku salah satu warga terbakar karena ditinggal ke sawah,Kebakaran,Immediat,Bahaya Tinggi
"20 Mar, 14:01",kebakaran di pemukiman,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-202503201401241742454084619,Terjadi kebakaran di pemukiman warga di Desa Gesikharjo Kecamatan Palang akibat dari sisa pembakaran sampah,Kebakaran,Immediat,Bahaya Tinggi
"20 Mar, 13:59",Kebakaran akibat korsleting listrik,https://www.lapor.go.id/laporan/detil/kebakaran-akibat-korsleting-listrik-202503201359131742453953443,"Kebakaran terjadi di salah satu tempat usaha milik warga di Kelurahan Gedongombo Kecamatan Semanding, Diduga api Berasal dari Konsleting Kabel yg berada dikamar mandi , terjadi percikan api dan sempat ada bunyi ledakan. Api langsung membesar dan membakar warung , penghuni warung langsung menghubungi petugas Damkar",Kebakaran,Immediat,Bahaya Sedang
"20 Mar, 13:56",Kebakaran Lahan Kosong,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-kosong-202503201356101742453770012,"Terjadi kebakaran di lahan kosong dekat pemukiman warga di Kelurahan Gedongombo Kecamatan Semanding, api dengan cepat merembet karena hembusan angin. Tolong dibantu",Kebakaran,Immediat,Bahaya Sedang
"20 Mar, 13:53",Kebakaran Tempat Usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202503201353221742453602732,Terjadi kebakaran di salah satu tempat usaha milik warga di Desa Kepohagung Kecamatan Plumpang,Kebakaran,Immediat,Bahaya Sedang
"20 Mar, 11:28",Kebakaran di Pemukiman Warga,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-warga-202503201128581742444938433,"Terjadi kebakarandi rumah warga di Kelurahan Mondokan Kecamatan Tuban, muncul kepulan asap di ruang tengah (kamar). Anak nya yang bertempat tinggal di belakang rumah mengetahui kejadian tersebut dan mencoba untuk mencari tahu sumber asap. Kemudian sumber berada di ruang kamar yang terkunci, kemudian setelah di dobrak area kasur sudah terbakar, pelapor mencoba memadamkan dengan aliran selang desel sawah. Sembari menghubungi Tim Damkar yang berada di Mako Tuban.",Kebakaran,Immediat,Bahaya Tinggi
"20 Mar, 11:25",Kebakaran Tempat Usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202503201125231742444723640,Terjadi kebakaran di tempat usaha milik salah satu warga di Desa Kepohagung Kecamatan Plumpang akibat dari kelalaian,Kebakaran,Immediat,Bahaya Sedang
"20 Mar, 11:22",Kebakaran Tempat Usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202503201122531742444573809,Terjadi kebakaran di tempat usaha milik salah satu warga di Desa Parangbatu Kecamatan parengan,Kebakaran,Immediat,Bahaya Sedang
"12 Mar, 10:18",sekelompok anak muda yang mengganggu,https://www.lapor.go.id/laporan/detil/sekelompok-anak-muda-yang-mengganggu-202503121018111741749491046,"Lapor ada sekelompok anak muda yang main alat musik sampai tengah malam pukul 12 mengganggu jam tidur di Jalan Ronggolawe, kalau pun mau bangunin sahur juga jam segitu belum waktunya..mohon untuk ditindak",,,
"11 Mar, 10:57",Ular di bawah tumpukan kayu,https://www.lapor.go.id/laporan/detil/ular-di-bawah-tumpukan-kayu-202503111057221741665442735,Melaporkan adanya Ular di bawah tumpukan kayu,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"11 Mar, 10:36",Ular pyton yang meresahkan,https://www.lapor.go.id/laporan/detil/ular-pyton-yang-meresahkan-202503111036501741664210009,Laporan permohonan evakuasi Ular pyton yang berada didalam rumah yang  menyebabkan Keresahan,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"11 Mar, 10:25",ular dikandang ayam,https://www.lapor.go.id/laporan/detil/ular-dikandang-ayam-202503111025011741663501747,Laporan dari bapak suliyono bahwa ada ular yg berada d kandang ayam miliknya,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"11 Mar, 10:01",Ular di Dsn.Krajan - Semanding,https://www.lapor.go.id/laporan/detil/ular-di-dsn-krajan---semanding-202503111001491741662109654,Melaporkan adanya Ular. Alamat : Dsn.Krajan Jl.Karang Gambir.,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"11 Mar, 9:56",Ular di Dapur warung makan,https://www.lapor.go.id/laporan/detil/ular-di-dapur-warung-makan-202503110953481741661628855,Lapor adanya ular yang berada di Dapur warung makan,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
"25 Feb, 11:13",Musik yang mengganggu tengah malam,https://www.lapor.go.id/laporan/detil/musik-yang-mengganggu-tengah-malam-202502251113461740456826748,"Ijin melapor di depan apotik ronggolawe banyak anak-anak muda bermain musik hingga tengah malam, sangat mengganggu",,,
"18 Feb, 15:57",Petugas Satpol PP yang tidak ramah,https://www.lapor.go.id/laporan/detil/petugas-satpol-pp-yang-tidak-ramah-202502181557191739869039056,"Apa parkir didalam area Pemkab itu dilarang untuk sesama ASN??? Motor sudah saya pinggirkan di dekat ATM di pintu depan ketika mendekati jam 7 kendaraan mau saya ambil malah ditegur dan mau digeret motor saya, dengan alasan tidak pamit petugas ketika menitipkan. Apa tidak bisa lebih sopan menyampaikannya, saya juga paham kalau sudah waktunya mendekati jam apel, kalau bisa tidak usah galak-galak pak.",,,
"18 Feb, 14:40",Tempat Hiburan yang melanggar jam operasional,https://www.lapor.go.id/laporan/detil/tempat-hiburan-yang-melanggar-jam-operasional-202502181440141739864414067,Tempat hiburan Glamour Tuban melanggar jam operasional yang telah diatur dalam perda nomor 31 huruf F dimana disitu sudah jelas tempat hiburan malam mulai jam 19.00 s/d 24.00 kenapa faktanya di lapangan buka sampai melebihi jam 24.00 sehingga telah terjadi gesekan di tempat hiburan tersebut dengan warga. Tolong ditindaklanjuti,,,
"18 Feb, 16:03","Pengamen ""Manusia Silver"" Yang Mangkal Di Perempatan Kapur Meresahkan Warga Sekitar Kelurahan Kebonsari Kecamatan Tuban",https://www.lapor.go.id/laporan/detil/pengamen-manusia-silver-yang-mangkal-di-perempatan-kapur-meresahkan-warga-sekitar-kelurahan-kebonsari-kecamatan-tuban-202502111109341739246974900,"Pengamen ""manusia silver"" yang mangkal di perempatan kapur selalu berkumpul di belakang kantor kelurahan kebonsari kecamatan tuban kabupaten tuban ketika persiapan mengamen dan istirahat setelah mengamen, awalnya hanya 1 orang lama-lama semakin bertambah banyak. sebelumnya berkumpul di kuburan ""kumbo karno"" sebelah barat kelurahan kebonsari tetapi warga merasa resah sehingga disuruh pergi. setelah tidak di kuburan mereka sempat di rumah warga dan juga sudah disuruh pergi. sekarang mereka berkumpul di belakang kelurahan kebonsari kecamatan tuban. dikhawatirkan terjadi hal yang tidak diinginkan.",,,
"31 Jan, 19:06",ular dikamar warga,https://www.lapor.go.id/laporan/detil/ular-dikamar-warga-202501311906431738325203997,Laporan adanya ular di kamar salah satu warga di Kelurahan Baturetno Kecamatan Tuban,Evakuasi/Penyelamatan Hewan,Segera,Bahaya Rendah
